storenr,date,customers
301,2017-06-08,7144
306,2017-06-08,9796
323,2017-06-08,10660
101,2017-06-09,8424
105,2017-06-09,12968
110,2017-06-09,5336
111,2017-06-09,8504
112,2017-06-09,5776
113,2017-06-09,6632
115,2017-06-09,9176
117,2017-06-09,10260
118,2017-06-09,9312
122,2017-06-09,5792
123,2017-06-09,9676
124,2017-06-09,6888
125,2017-06-09,9660
126,2017-06-09,14736
127,2017-06-09,6896
128,2017-06-09,7576
134,2017-06-09,7920
138,2017-06-09,7596
139,2017-06-09,10788
140,2017-06-09,6676
141,2017-06-09,7748
143,2017-06-09,11000
152,2017-06-09,5336
207,2017-06-25,4440
211,2017-06-25,11688
213,2017-06-25,5640
218,2017-06-25,3700
221,2017-06-25,5860
222,2017-06-25,5256
227,2017-06-25,6788
229,2017-06-25,4428
230,2017-06-25,5408
231,2017-06-25,6456
236,2017-06-25,4652
254,2017-06-25,4280
257,2017-06-25,5360
262,2017-06-25,3072
266,2017-06-25,9544
267,2017-06-25,5104
268,2017-06-25,5852
272,2017-06-25,4492
278,2017-06-25,3552
291,2017-06-25,5400
301,2017-06-25,3248
306,2017-06-25,8480
323,2017-06-25,4752
101,2017-06-26,11984
105,2017-06-26,11436
110,2017-06-26,4804
111,2017-06-26,7604
112,2017-06-26,5744
113,2017-06-26,5312
115,2017-06-26,8852
118,2017-06-26,8172
122,2017-06-26,7352
123,2017-06-26,8976
124,2017-06-26,6568
125,2017-06-26,9448
126,2017-06-26,12468
127,2017-06-26,6256
128,2017-06-26,6760
134,2017-06-26,6892
138,2017-06-26,6676
139,2017-06-26,10024
140,2017-06-26,5180
141,2017-06-26,6112
143,2017-06-26,10660
152,2017-06-26,4880
154,2017-06-26,15096
155,2017-06-26,9636
159,2017-06-26,5956
163,2017-06-26,8112
168,2017-06-26,6412
170,2017-06-26,8456
173,2017-06-26,6224
180,2017-06-26,10488
182,2017-06-26,7068
183,2017-06-26,8572
184,2017-06-26,8756
189,2017-06-26,7328
191,2017-06-26,5804
192,2017-06-26,4372
193,2017-06-26,8328
196,2017-06-26,12036
197,2017-06-26,6512
200,2017-06-26,9664
206,2017-06-26,9348
207,2017-06-26,7200
211,2017-06-26,15036
213,2017-06-26,11340
218,2017-06-26,6548
221,2017-06-26,11356
222,2017-06-26,9140
227,2017-06-26,12160
192,2017-05-03,4448
193,2017-05-03,7116
196,2017-05-03,10340
197,2017-05-03,5916
200,2017-05-03,8804
206,2017-05-03,9000
207,2017-05-03,6084
211,2017-05-03,10076
213,2017-05-03,9996
218,2017-05-03,5676
221,2017-05-03,11204
222,2017-05-03,8320
227,2017-05-03,12880
229,2017-05-03,6452
230,2017-05-03,8284
231,2017-05-03,8848
236,2017-05-03,7648
254,2017-05-03,4412
257,2017-05-03,8328
262,2017-05-03,5440
266,2017-05-03,5344
267,2017-05-03,6872
268,2017-05-03,7132
272,2017-05-03,5124
278,2017-05-03,6380
291,2017-05-03,9516
301,2017-05-03,6036
306,2017-05-03,6792
323,2017-05-03,9392
101,2017-05-04,6724
105,2017-05-04,12608
110,2017-05-04,5268
111,2017-05-04,8576
112,2017-05-04,6024
113,2017-05-04,6200
115,2017-05-04,8856
117,2017-05-04,10176
118,2017-05-04,8512
122,2017-05-04,6820
123,2017-05-04,9560
124,2017-05-04,5924
125,2017-05-04,10688
126,2017-05-04,13724
127,2017-05-04,6568
128,2017-05-04,7592
134,2017-05-04,7756
138,2017-05-04,7616
139,2017-05-04,10640
140,2017-05-04,5880
141,2017-05-04,7212
143,2017-05-04,10752
152,2017-05-04,5488
154,2017-05-04,13676
155,2017-05-04,9368
159,2017-05-04,6552
163,2017-05-04,8248
168,2017-05-04,6784
170,2017-05-04,9496
173,2017-05-04,7008
180,2017-05-04,11580
182,2017-05-04,7268
183,2017-05-04,9296
184,2017-05-04,8860
189,2017-05-04,8644
191,2017-05-04,6336
192,2017-05-04,5092
193,2017-05-04,7968
196,2017-05-04,12176
197,2017-05-04,6704
200,2017-05-04,9744
291,2017-05-20,9640
301,2017-05-20,5748
306,2017-05-20,9972
323,2017-05-20,8496
101,2017-05-21,4172
105,2017-05-21,6952
110,2017-05-21,2984
111,2017-05-21,4468
112,2017-05-21,3092
113,2017-05-21,3340
115,2017-05-21,4888
117,2017-05-21,5124
118,2017-05-21,4900
122,2017-05-21,4096
123,2017-05-21,5192
124,2017-05-21,3360
125,2017-05-21,5368
126,2017-05-21,7980
127,2017-05-21,3476
128,2017-05-21,3644
134,2017-05-21,3936
138,2017-05-21,4172
139,2017-05-21,6008
140,2017-05-21,3328
141,2017-05-21,4436
143,2017-05-21,6592
152,2017-05-21,3180
154,2017-05-21,6976
155,2017-05-21,6176
159,2017-05-21,3848
163,2017-05-21,4992
168,2017-05-21,3780
170,2017-05-21,4540
173,2017-05-21,3680
180,2017-05-21,6136
182,2017-05-21,4092
183,2017-05-21,4420
184,2017-05-21,4628
189,2017-05-21,4684
191,2017-05-21,3160
192,2017-05-21,3080
193,2017-05-21,5464
196,2017-05-21,7020
197,2017-05-21,3052
200,2017-05-21,5124
206,2017-05-21,4888
207,2017-05-21,4432
211,2017-05-21,6608
213,2017-05-21,6076
218,2017-05-21,3740
221,2017-05-21,5988
222,2017-05-21,5260
227,2017-05-21,7496
229,2017-05-21,4392
230,2017-05-21,5688
231,2017-05-21,6900
236,2017-05-21,5484
254,2017-05-21,4584
257,2017-05-21,5660
262,2017-05-21,2740
266,2017-05-21,4296
267,2017-05-21,5124
268,2017-05-21,4432
272,2017-05-21,4252
278,2017-05-21,3536
291,2017-05-21,5288
301,2017-05-21,3256
306,2017-05-21,5888
323,2017-05-21,4928
101,2017-05-22,6668
105,2017-05-22,11016
110,2017-05-22,4964
111,2017-05-22,7580
154,2017-06-09,13000
155,2017-06-09,10080
159,2017-06-09,6572
163,2017-06-09,8852
168,2017-06-09,6816
170,2017-06-09,9708
173,2017-06-09,7420
180,2017-06-09,11316
182,2017-06-09,7504
183,2017-06-09,8608
184,2017-06-09,8516
189,2017-06-09,8076
191,2017-06-09,6568
192,2017-06-09,5412
193,2017-06-09,9132
196,2017-06-09,11948
197,2017-06-09,6492
200,2017-06-09,9848
206,2017-06-09,12928
207,2017-06-09,7936
211,2017-06-09,13308
213,2017-06-09,11524
218,2017-06-09,7012
221,2017-06-09,11428
222,2017-06-09,10396
227,2017-06-09,11944
229,2017-06-09,8188
230,2017-06-09,9636
231,2017-06-09,10624
236,2017-06-09,8712
254,2017-06-09,6184
257,2017-06-09,9232
262,2017-06-09,6544
266,2017-06-09,7996
267,2017-06-09,8864
268,2017-06-09,8800
272,2017-06-09,6776
278,2017-06-09,6632
291,2017-06-09,10260
301,2017-06-09,6996
306,2017-06-09,10396
323,2017-06-09,10108
101,2017-06-10,9268
105,2017-06-10,12432
110,2017-06-10,5732
111,2017-06-10,8440
112,2017-06-10,6444
113,2017-06-10,6332
115,2017-06-10,9376
117,2017-06-10,8668
118,2017-06-10,9676
122,2017-06-10,7676
123,2017-06-10,10392
124,2017-06-10,6720
125,2017-06-10,10140
126,2017-06-10,13052
127,2017-06-10,6592
128,2017-06-10,7568
134,2017-06-10,7380
138,2017-06-10,8176
139,2017-06-10,10456
140,2017-06-10,5972
141,2017-06-10,7560
143,2017-06-10,10756
152,2017-06-10,5496
154,2017-06-10,12768
155,2017-06-10,10472
159,2017-06-10,7340
163,2017-06-10,8252
168,2017-06-10,6320
229,2017-06-26,7552
230,2017-06-26,8936
231,2017-06-26,9764
236,2017-06-26,7748
254,2017-06-26,3416
257,2017-06-26,8564
262,2017-06-26,5920
266,2017-06-26,9872
267,2017-06-26,7616
268,2017-06-26,8444
272,2017-06-26,5792
278,2017-06-26,6108
291,2017-06-26,10404
301,2017-06-26,6728
306,2017-06-26,10164
323,2017-06-26,9076
101,2017-06-27,10548
105,2017-06-27,10476
110,2017-06-27,4300
111,2017-06-27,6588
112,2017-06-27,4924
113,2017-06-27,4980
115,2017-06-27,7592
118,2017-06-27,7360
122,2017-06-27,6860
123,2017-06-27,7952
124,2017-06-27,5848
125,2017-06-27,8636
126,2017-06-27,11512
127,2017-06-27,5676
128,2017-06-27,5884
134,2017-06-27,5628
138,2017-06-27,5592
139,2017-06-27,8956
140,2017-06-27,4784
141,2017-06-27,6348
143,2017-06-27,9724
152,2017-06-27,4312
154,2017-06-27,12580
155,2017-06-27,8860
159,2017-06-27,5416
163,2017-06-27,6832
168,2017-06-27,5540
170,2017-06-27,8248
173,2017-06-27,5580
180,2017-06-27,9344
182,2017-06-27,6064
183,2017-06-27,7544
184,2017-06-27,7580
189,2017-06-27,6500
191,2017-06-27,5120
192,2017-06-27,3912
193,2017-06-27,7484
196,2017-06-27,10800
197,2017-06-27,5180
200,2017-06-27,8684
206,2017-06-27,8748
207,2017-06-27,6320
211,2017-06-27,13272
213,2017-06-27,9844
218,2017-06-27,5316
221,2017-06-27,9980
222,2017-06-27,8164
227,2017-06-27,10476
229,2017-06-27,6344
230,2017-06-27,7788
231,2017-06-27,8600
236,2017-06-27,6804
254,2017-06-27,4968
257,2017-06-27,7880
262,2017-06-27,5300
206,2017-05-04,10432
207,2017-05-04,7416
211,2017-05-04,10684
213,2017-05-04,11784
218,2017-05-04,7092
221,2017-05-04,11996
222,2017-05-04,9348
227,2017-05-04,13480
229,2017-05-04,8536
230,2017-05-04,10164
231,2017-05-04,10164
236,2017-05-04,9248
254,2017-05-04,5252
257,2017-05-04,9696
262,2017-05-04,5756
266,2017-05-04,5436
267,2017-05-04,7888
268,2017-05-04,7852
272,2017-05-04,6248
278,2017-05-04,6400
291,2017-05-04,10192
301,2017-05-04,6568
306,2017-05-04,7288
323,2017-05-04,10948
101,2017-05-05,7260
105,2017-05-05,12236
110,2017-05-05,5192
111,2017-05-05,8160
112,2017-05-05,5744
113,2017-05-05,6564
115,2017-05-05,9468
117,2017-05-05,10296
118,2017-05-05,8656
122,2017-05-05,7792
123,2017-05-05,10124
124,2017-05-05,6380
125,2017-05-05,10700
126,2017-05-05,13884
127,2017-05-05,5852
128,2017-05-05,8344
134,2017-05-05,8044
138,2017-05-05,7544
139,2017-05-05,10916
140,2017-05-05,5660
141,2017-05-05,7712
143,2017-05-05,11172
152,2017-05-05,5652
154,2017-05-05,13476
155,2017-05-05,9948
159,2017-05-05,6784
163,2017-05-05,8668
168,2017-05-05,7164
170,2017-05-05,9488
173,2017-05-05,7276
180,2017-05-05,11284
182,2017-05-05,7404
183,2017-05-05,8956
184,2017-05-05,8944
189,2017-05-05,8744
191,2017-05-05,6024
192,2017-05-05,5012
193,2017-05-05,9260
196,2017-05-05,11864
197,2017-05-05,6564
200,2017-05-05,10576
206,2017-05-05,9976
207,2017-05-05,7552
211,2017-05-05,11236
213,2017-05-05,12212
218,2017-05-05,7048
112,2017-05-22,5324
113,2017-05-22,5056
115,2017-05-22,8476
117,2017-05-22,10576
118,2017-05-22,7860
122,2017-05-22,6572
123,2017-05-22,9136
124,2017-05-22,5524
125,2017-05-22,9520
126,2017-05-22,12324
127,2017-05-22,6536
128,2017-05-22,5936
134,2017-05-22,6460
138,2017-05-22,6712
139,2017-05-22,9280
140,2017-05-22,4884
141,2017-05-22,6232
143,2017-05-22,10756
152,2017-05-22,4960
154,2017-05-22,13216
155,2017-05-22,9496
159,2017-05-22,5544
163,2017-05-22,7708
168,2017-05-22,6480
170,2017-05-22,9024
173,2017-05-22,5872
180,2017-05-22,11008
182,2017-05-22,6952
183,2017-05-22,8584
184,2017-05-22,8328
189,2017-05-22,7892
191,2017-05-22,5816
192,2017-05-22,4316
193,2017-05-22,7744
196,2017-05-22,11868
197,2017-05-22,6236
200,2017-05-22,9716
206,2017-05-22,9888
207,2017-05-22,6612
211,2017-05-22,10968
213,2017-05-22,10952
218,2017-05-22,6152
221,2017-05-22,11548
222,2017-05-22,8572
227,2017-05-22,13448
229,2017-05-22,7364
230,2017-05-22,9508
231,2017-05-22,9896
236,2017-05-22,8040
254,2017-05-22,4568
257,2017-05-22,8472
262,2017-05-22,5884
266,2017-05-22,5616
267,2017-05-22,7492
268,2017-05-22,7912
272,2017-05-22,5452
278,2017-05-22,5936
291,2017-05-22,9644
301,2017-05-22,6392
306,2017-05-22,7848
323,2017-05-22,10024
101,2017-05-23,6212
105,2017-05-23,10216
110,2017-05-23,4204
111,2017-05-23,6416
112,2017-05-23,4696
113,2017-05-23,4740
115,2017-05-23,6908
117,2017-05-23,9252
118,2017-05-23,7224
122,2017-05-23,5972
170,2017-06-10,7956
173,2017-06-10,7264
180,2017-06-10,9896
182,2017-06-10,7600
183,2017-06-10,7428
184,2017-06-10,8908
189,2017-06-10,7672
191,2017-06-10,6092
192,2017-06-10,5620
193,2017-06-10,8384
196,2017-06-10,12096
197,2017-06-10,6492
200,2017-06-10,9400
206,2017-06-10,11028
207,2017-06-10,7784
211,2017-06-10,13556
213,2017-06-10,9972
218,2017-06-10,6744
221,2017-06-10,8972
222,2017-06-10,10580
227,2017-06-10,11036
229,2017-06-10,8040
230,2017-06-10,8524
231,2017-06-10,10596
236,2017-06-10,9332
254,2017-06-10,6596
257,2017-06-10,9232
262,2017-06-10,5528
266,2017-06-10,9352
267,2017-06-10,8308
268,2017-06-10,7884
272,2017-06-10,7188
278,2017-06-10,5744
291,2017-06-10,9376
301,2017-06-10,6468
306,2017-06-10,11620
323,2017-06-10,9040
101,2017-06-11,5740
105,2017-06-11,6956
110,2017-06-11,3100
111,2017-06-11,4372
112,2017-06-11,3288
113,2017-06-11,3628
115,2017-06-11,5284
117,2017-06-11,5120
118,2017-06-11,5500
122,2017-06-11,5072
123,2017-06-11,5392
124,2017-06-11,4068
125,2017-06-11,5408
126,2017-06-11,8416
127,2017-06-11,3640
128,2017-06-11,4468
134,2017-06-11,4176
138,2017-06-11,4220
139,2017-06-11,6120
140,2017-06-11,3500
141,2017-06-11,4760
143,2017-06-11,6420
152,2017-06-11,3440
154,2017-06-11,7144
155,2017-06-11,6848
159,2017-06-11,4156
163,2017-06-11,5312
168,2017-06-11,4044
170,2017-06-11,4344
173,2017-06-11,3612
180,2017-06-11,5780
182,2017-06-11,4320
183,2017-06-11,4332
184,2017-06-11,4556
189,2017-06-11,4400
266,2017-06-27,9136
267,2017-06-27,7324
268,2017-06-27,7856
272,2017-06-27,5360
278,2017-06-27,5588
291,2017-06-27,9504
301,2017-06-27,6084
306,2017-06-27,9248
323,2017-06-27,8104
101,2017-06-28,9540
105,2017-06-28,9892
110,2017-06-28,4232
111,2017-06-28,6012
112,2017-06-28,5024
113,2017-06-28,4348
115,2017-06-28,7104
118,2017-06-28,6948
122,2017-06-28,5796
123,2017-06-28,7448
124,2017-06-28,5616
125,2017-06-28,8212
126,2017-06-28,10444
127,2017-06-28,5376
128,2017-06-28,5936
134,2017-06-28,5188
138,2017-06-28,6012
139,2017-06-28,8828
140,2017-06-28,4424
141,2017-06-28,5292
143,2017-06-28,9172
152,2017-06-28,4068
154,2017-06-28,12536
155,2017-06-28,8676
159,2017-06-28,5032
163,2017-06-28,6188
168,2017-06-28,5004
170,2017-06-28,7548
173,2017-06-28,5108
180,2017-06-28,8412
182,2017-06-28,5748
183,2017-06-28,7020
184,2017-06-28,7708
189,2017-06-28,6044
191,2017-06-28,4744
192,2017-06-28,4048
193,2017-06-28,6384
196,2017-06-28,10624
197,2017-06-28,5364
200,2017-06-28,8820
206,2017-06-28,8244
207,2017-06-28,6104
211,2017-06-28,12640
213,2017-06-28,9332
218,2017-06-28,5472
221,2017-06-28,9748
222,2017-06-28,7332
227,2017-06-28,10036
229,2017-06-28,5932
230,2017-06-28,7444
231,2017-06-28,8140
236,2017-06-28,6768
254,2017-06-28,4500
257,2017-06-28,7608
262,2017-06-28,5116
266,2017-06-28,9792
267,2017-06-28,7212
268,2017-06-28,7428
272,2017-06-28,5212
278,2017-06-28,5432
291,2017-06-28,9120
301,2017-06-28,5860
221,2017-05-05,12148
222,2017-05-05,11116
227,2017-05-05,12672
229,2017-05-05,8324
230,2017-05-05,9448
231,2017-05-05,10448
236,2017-05-05,8392
254,2017-05-05,5196
257,2017-05-05,8972
262,2017-05-05,6164
266,2017-05-05,5760
267,2017-05-05,8416
268,2017-05-05,8252
272,2017-05-05,6372
278,2017-05-05,6780
291,2017-05-05,10432
301,2017-05-05,7080
306,2017-05-05,7592
323,2017-05-05,10844
101,2017-05-06,6896
105,2017-05-06,12676
110,2017-05-06,6404
111,2017-05-06,9044
112,2017-05-06,6888
113,2017-05-06,6804
115,2017-05-06,9164
117,2017-05-06,9564
118,2017-05-06,10028
122,2017-05-06,7644
123,2017-05-06,10472
124,2017-05-06,6452
125,2017-05-06,11740
126,2017-05-06,14220
127,2017-05-06,6948
128,2017-05-06,8476
134,2017-05-06,7856
138,2017-05-06,8296
139,2017-05-06,11412
140,2017-05-06,7008
141,2017-05-06,8632
143,2017-05-06,11316
152,2017-05-06,6412
154,2017-05-06,13580
155,2017-05-06,11000
159,2017-05-06,7720
163,2017-05-06,8924
168,2017-05-06,6776
170,2017-05-06,9524
173,2017-05-06,7812
180,2017-05-06,11276
182,2017-05-06,7992
183,2017-05-06,8876
184,2017-05-06,9164
189,2017-05-06,8724
191,2017-05-06,7012
192,2017-05-06,6096
193,2017-05-06,8952
196,2017-05-06,12096
197,2017-05-06,7412
200,2017-05-06,10012
206,2017-05-06,9984
207,2017-05-06,8024
211,2017-05-06,11292
213,2017-05-06,10760
218,2017-05-06,6896
221,2017-05-06,10412
222,2017-05-06,10488
227,2017-05-06,12680
229,2017-05-06,9204
230,2017-05-06,10076
123,2017-05-23,7924
124,2017-05-23,4612
125,2017-05-23,8168
126,2017-05-23,11208
127,2017-05-23,5716
128,2017-05-23,5084
134,2017-05-23,6100
138,2017-05-23,5624
139,2017-05-23,8156
140,2017-05-23,4436
141,2017-05-23,6164
143,2017-05-23,8912
152,2017-05-23,4476
154,2017-05-23,11256
155,2017-05-23,8788
159,2017-05-23,5340
163,2017-05-23,6628
168,2017-05-23,5348
170,2017-05-23,8592
173,2017-05-23,4952
180,2017-05-23,9980
182,2017-05-23,5696
183,2017-05-23,7804
184,2017-05-23,7152
189,2017-05-23,6392
191,2017-05-23,5092
192,2017-05-23,3988
193,2017-05-23,6844
196,2017-05-23,9820
197,2017-05-23,5588
200,2017-05-23,8844
206,2017-05-23,8508
207,2017-05-23,5688
211,2017-05-23,9996
213,2017-05-23,9952
218,2017-05-23,5592
221,2017-05-23,10436
222,2017-05-23,7828
227,2017-05-23,12188
229,2017-05-23,6284
230,2017-05-23,8144
231,2017-05-23,8692
236,2017-05-23,7200
254,2017-05-23,4144
257,2017-05-23,7440
262,2017-05-23,4976
266,2017-05-23,5080
267,2017-05-23,7060
268,2017-05-23,7060
272,2017-05-23,5112
278,2017-05-23,5364
291,2017-05-23,9240
301,2017-05-23,5868
306,2017-05-23,6512
323,2017-05-23,8952
101,2017-05-24,6124
105,2017-05-24,10068
110,2017-05-24,4228
111,2017-05-24,6412
112,2017-05-24,4756
113,2017-05-24,4480
115,2017-05-24,7144
117,2017-05-24,9300
118,2017-05-24,7264
122,2017-05-24,5508
123,2017-05-24,7660
124,2017-05-24,5068
125,2017-05-24,7984
126,2017-05-24,11256
127,2017-05-24,5448
128,2017-05-24,5180
191,2017-06-11,3112
192,2017-06-11,3340
193,2017-06-11,5772
196,2017-06-11,7072
197,2017-06-11,3064
200,2017-06-11,5140
206,2017-06-11,5868
207,2017-06-11,4436
211,2017-06-11,8512
213,2017-06-11,5788
218,2017-06-11,3484
221,2017-06-11,5988
222,2017-06-11,5356
227,2017-06-11,6848
229,2017-06-11,4288
230,2017-06-11,5748
231,2017-06-11,6784
236,2017-06-11,5200
254,2017-06-11,4384
257,2017-06-11,5712
262,2017-06-11,2888
266,2017-06-11,5504
267,2017-06-11,4696
268,2017-06-11,5184
272,2017-06-11,4436
278,2017-06-11,3472
291,2017-06-11,5496
301,2017-06-11,2980
306,2017-06-11,8556
323,2017-06-11,4796
101,2017-06-12,8484
105,2017-06-12,11492
110,2017-06-12,5024
111,2017-06-12,7920
112,2017-06-12,5980
113,2017-06-12,5892
115,2017-06-12,8952
117,2017-06-12,10152
118,2017-06-12,8388
122,2017-06-12,7020
123,2017-06-12,9188
124,2017-06-12,6100
125,2017-06-12,9764
126,2017-06-12,13428
127,2017-06-12,7008
128,2017-06-12,6876
134,2017-06-12,7164
138,2017-06-12,6588
139,2017-06-12,10076
140,2017-06-12,5452
141,2017-06-12,7188
143,2017-06-12,10408
152,2017-06-12,4880
154,2017-06-12,13028
155,2017-06-12,9696
159,2017-06-12,5808
163,2017-06-12,8320
168,2017-06-12,6268
170,2017-06-12,9024
173,2017-06-12,6492
180,2017-06-12,10780
182,2017-06-12,7032
183,2017-06-12,9100
184,2017-06-12,7712
189,2017-06-12,7680
191,2017-06-12,6340
192,2017-06-12,4984
193,2017-06-12,7912
196,2017-06-12,11796
197,2017-06-12,6548
200,2017-06-12,9624
306,2017-06-28,9040
323,2017-06-28,7820
101,2017-06-29,13416
105,2017-06-29,13572
110,2017-06-29,6324
111,2017-06-29,9472
112,2017-06-29,7004
113,2017-06-29,6252
115,2017-06-29,10100
118,2017-06-29,9948
122,2017-06-29,8616
123,2017-06-29,10436
124,2017-06-29,7640
125,2017-06-29,10824
126,2017-06-29,13960
127,2017-06-29,7652
128,2017-06-29,7732
134,2017-06-29,7336
138,2017-06-29,7448
139,2017-06-29,11980
140,2017-06-29,6484
141,2017-06-29,7324
143,2017-06-29,12324
152,2017-06-29,6132
154,2017-06-29,16132
155,2017-06-29,10676
159,2017-06-29,7344
163,2017-06-29,9360
168,2017-06-29,7336
170,2017-06-29,9732
173,2017-06-29,8388
180,2017-06-29,11548
182,2017-06-29,7988
183,2017-06-29,9848
184,2017-06-29,9344
189,2017-06-29,8536
191,2017-06-29,6872
192,2017-06-29,4968
193,2017-06-29,9744
196,2017-06-29,13704
197,2017-06-29,7212
200,2017-06-29,10144
206,2017-06-29,10784
207,2017-06-29,8096
211,2017-06-29,15748
213,2017-06-29,11852
218,2017-06-29,7528
221,2017-06-29,12128
222,2017-06-29,10684
227,2017-06-29,12700
229,2017-06-29,8844
230,2017-06-29,10196
231,2017-06-29,11108
236,2017-06-29,9248
254,2017-06-29,5904
257,2017-06-29,9756
262,2017-06-29,6548
266,2017-06-29,10712
267,2017-06-29,8640
268,2017-06-29,9224
272,2017-06-29,7028
278,2017-06-29,6508
291,2017-06-29,10732
301,2017-06-29,7560
306,2017-06-29,11224
323,2017-06-29,10512
101,2017-06-30,11712
105,2017-06-30,12268
110,2017-06-30,5172
111,2017-06-30,7852
231,2017-05-06,11672
236,2017-05-06,9904
254,2017-05-06,6792
257,2017-05-06,9780
262,2017-05-06,5448
266,2017-05-06,7160
267,2017-05-06,8884
268,2017-05-06,8100
272,2017-05-06,7524
278,2017-05-06,6648
291,2017-05-06,9816
301,2017-05-06,6616
306,2017-05-06,9188
323,2017-05-06,10420
101,2017-05-07,4352
105,2017-05-07,8132
110,2017-05-07,3632
111,2017-05-07,5548
112,2017-05-07,3684
113,2017-05-07,4216
115,2017-05-07,6068
117,2017-05-07,6004
118,2017-05-07,5676
122,2017-05-07,4740
123,2017-05-07,6084
124,2017-05-07,3856
125,2017-05-07,7424
126,2017-05-07,8912
127,2017-05-07,3788
128,2017-05-07,5356
134,2017-05-07,4708
138,2017-05-07,5096
139,2017-05-07,6724
140,2017-05-07,3896
141,2017-05-07,5080
143,2017-05-07,7652
152,2017-05-07,4104
154,2017-05-07,8740
155,2017-05-07,7072
159,2017-05-07,4772
163,2017-05-07,6444
168,2017-05-07,4388
170,2017-05-07,5776
173,2017-05-07,4428
180,2017-05-07,7504
182,2017-05-07,4780
183,2017-05-07,5232
184,2017-05-07,5424
189,2017-05-07,5628
191,2017-05-07,3528
192,2017-05-07,4036
193,2017-05-07,6028
196,2017-05-07,8060
197,2017-05-07,3652
200,2017-05-07,6184
206,2017-05-07,6244
207,2017-05-07,5096
211,2017-05-07,6996
213,2017-05-07,7064
218,2017-05-07,4376
221,2017-05-07,7388
222,2017-05-07,5736
227,2017-05-07,8436
229,2017-05-07,5108
230,2017-05-07,6860
231,2017-05-07,8068
236,2017-05-07,5792
254,2017-05-07,4824
257,2017-05-07,6364
262,2017-05-07,3832
266,2017-05-07,4080
267,2017-05-07,5484
134,2017-05-24,5944
138,2017-05-24,5780
139,2017-05-24,8376
140,2017-05-24,4436
141,2017-05-24,6008
143,2017-05-24,9060
152,2017-05-24,4040
154,2017-05-24,11392
155,2017-05-24,8624
159,2017-05-24,4884
163,2017-05-24,6376
168,2017-05-24,5560
170,2017-05-24,7980
173,2017-05-24,5052
180,2017-05-24,9484
182,2017-05-24,5524
183,2017-05-24,7304
184,2017-05-24,6840
189,2017-05-24,6484
191,2017-05-24,4916
192,2017-05-24,3872
193,2017-05-24,6724
196,2017-05-24,10424
197,2017-05-24,5380
200,2017-05-24,8500
206,2017-05-24,8392
207,2017-05-24,5692
211,2017-05-24,9612
213,2017-05-24,9688
218,2017-05-24,5248
221,2017-05-24,10196
222,2017-05-24,7708
227,2017-05-24,11912
229,2017-05-24,6272
230,2017-05-24,7788
231,2017-05-24,8468
236,2017-05-24,7032
254,2017-05-24,4280
257,2017-05-24,7724
262,2017-05-24,5180
266,2017-05-24,6092
267,2017-05-24,7036
268,2017-05-24,6936
272,2017-05-24,4988
278,2017-05-24,5468
291,2017-05-24,9092
301,2017-05-24,5720
306,2017-05-24,6628
323,2017-05-24,8540
101,2017-05-25,7276
105,2017-05-25,11728
110,2017-05-25,5456
111,2017-05-25,8312
112,2017-05-25,5924
113,2017-05-25,5640
115,2017-05-25,9380
117,2017-05-25,10588
118,2017-05-25,8488
122,2017-05-25,7252
123,2017-05-25,10224
124,2017-05-25,5924
125,2017-05-25,10168
126,2017-05-25,13788
127,2017-05-25,6672
128,2017-05-25,7216
134,2017-05-25,7332
138,2017-05-25,7560
139,2017-05-25,10644
140,2017-05-25,5916
141,2017-05-25,6828
143,2017-05-25,11080
206,2017-06-12,10172
207,2017-06-12,6896
211,2017-06-12,12428
213,2017-06-12,10852
218,2017-06-12,6440
221,2017-06-12,11552
222,2017-06-12,9340
227,2017-06-12,13004
229,2017-06-12,7428
230,2017-06-12,10072
231,2017-06-12,10348
236,2017-06-12,8388
254,2017-06-12,5320
257,2017-06-12,9320
262,2017-06-12,6096
266,2017-06-12,6944
267,2017-06-12,7984
268,2017-06-12,8308
272,2017-06-12,5992
278,2017-06-12,6064
291,2017-06-12,9584
301,2017-06-12,6576
306,2017-06-12,9516
323,2017-06-12,10100
101,2017-06-13,7652
105,2017-06-13,10324
110,2017-06-13,4540
111,2017-06-13,6852
112,2017-06-13,5052
113,2017-06-13,5200
115,2017-06-13,7960
117,2017-06-13,9596
118,2017-06-13,7772
122,2017-06-13,6588
123,2017-06-13,7952
124,2017-06-13,5784
125,2017-06-13,8972
126,2017-06-13,12176
127,2017-06-13,5908
128,2017-06-13,5636
134,2017-06-13,6368
138,2017-06-13,5400
139,2017-06-13,8888
140,2017-06-13,4876
141,2017-06-13,6396
143,2017-06-13,9516
152,2017-06-13,4660
154,2017-06-13,11292
155,2017-06-13,9280
159,2017-06-13,5684
163,2017-06-13,6928
168,2017-06-13,5500
170,2017-06-13,8748
173,2017-06-13,5400
180,2017-06-13,9584
182,2017-06-13,6096
183,2017-06-13,7892
184,2017-06-13,7372
189,2017-06-13,6540
191,2017-06-13,5264
192,2017-06-13,4304
193,2017-06-13,7448
196,2017-06-13,10452
197,2017-06-13,5584
200,2017-06-13,8740
206,2017-06-13,9040
207,2017-06-13,6296
211,2017-06-13,11316
213,2017-06-13,9320
218,2017-06-13,5700
221,2017-06-13,10244
112,2017-06-30,6524
113,2017-06-30,5940
115,2017-06-30,8728
118,2017-06-30,9120
